relative_path,mean_rugosity
rug/20181121_depthmap_0709_0352_no_r002_rug.tif,1.02033
rug/20181121_depthmap_1607_0088_no_r002_rug.tif,1.02087
rug/20181121_depthmap_0495_0416_no_r002_rug.tif,1.04412
rug/20181121_depthmap_0633_0375_no_r002_rug.tif,1.0322
rug/20181121_depthmap_1057_0249_no_r002_rug.tif,1.02191
rug/20181121_depthmap_0154_0518_no_r002_rug.tif,1.02125
rug/20181121_depthmap_0117_0528_no_r002_rug.tif,1.0515
rug/20181121_depthmap_0160_0517_no_r002_rug.tif,1.17273
rug/20181121_depthmap_0862_0306_no_r002_rug.tif,1.18235
rug/20181121_depthmap_1127_0228_no_r002_rug.tif,1.01614
rug/20181121_depthmap_0099_0535_no_r002_rug.tif,1.08842
rug/20181121_depthmap_0266_0485_no_r002_rug.tif,1.03133
rug/20181121_depthmap_1057_0248_no_r002_rug.tif,1.05232
rug/20181121_depthmap_0712_0351_no_r002_rug.tif,1.02483
rug/20181121_depthmap_1453_0133_no_r002_rug.tif,1.01754
rug/20181121_depthmap_0836_0315_no_r002_rug.tif,1.05002
rug/20181121_depthmap_0074_0541_no_r002_rug.tif,1.15936
rug/20181121_depthmap_0621_0378_no_r002_rug.tif,1.0259
rug/20181121_depthmap_0131_0525_no_r002_rug.tif,1.04226
rug/20181121_depthmap_1814_0028_no_r002_rug.tif,1.06593
rug/20181121_depthmap_0740_0343_no_r002_rug.tif,1.02439
rug/20181121_depthmap_1575_0097_no_r002_rug.tif,1.04618
rug/20181121_depthmap_0040_0552_no_r002_rug.tif,1.19566
rug/20181121_depthmap_1493_0121_no_r002_rug.tif,1.04203
rug/20181121_depthmap_0745_0341_no_r002_rug.tif,1.02338
rug/20181121_depthmap_1070_0245_no_r002_rug.tif,1.02301
rug/20181121_depthmap_0591_0387_no_r002_rug.tif,1.03083
rug/20181121_depthmap_0936_0285_no_r002_rug.tif,1.04414
rug/20181121_depthmap_1125_0228_no_r002_rug.tif,1.06461
rug/20181121_depthmap_1071_0244_no_r002_rug.tif,1.04734
rug/20181121_depthmap_0190_0507_no_r002_rug.tif,1.0296
rug/20181121_depthmap_0480_0421_no_r002_rug.tif,1.03078
rug/20181121_depthmap_1286_0181_no_r002_rug.tif,1.06596
rug/20181121_depthmap_1535_0109_no_r002_rug.tif,1.02102
rug/20181121_depthmap_0524_0408_no_r002_rug.tif,1.47517
rug/20181121_depthmap_0342_0462_no_r002_rug.tif,1.01903
rug/20181121_depthmap_0344_0462_no_r002_rug.tif,1.03182
rug/20181121_depthmap_1259_0190_no_r002_rug.tif,1.02616
rug/20181121_depthmap_0013_0559_no_r002_rug.tif,1.08025
rug/20181121_depthmap_0495_0417_no_r002_rug.tif,1.03375
rug/20181121_depthmap_1102_0235_no_r002_rug.tif,1.03182
rug/20181121_depthmap_0558_0397_no_r002_rug.tif,1.04791
rug/20181121_depthmap_0151_0519_no_r002_rug.tif,1.02544
rug/20181121_depthmap_0348_0460_no_r002_rug.tif,1.0199
rug/20181121_depthmap_1595_0091_no_r002_rug.tif,1.04665
rug/20181121_depthmap_1475_0127_no_r002_rug.tif,1.02945
rug/20181121_depthmap_1869_0002_no_r002_rug.tif,1.1728
rug/20181121_depthmap_1053_0250_no_r002_rug.tif,1.01826
rug/20181121_depthmap_0068_0544_no_r002_rug.tif,1.20127
rug/20181121_depthmap_1166_0216_no_r002_rug.tif,1.04472
rug/20181121_depthmap_1868_0003_no_r002_rug.tif,1.02667
rug/20181121_depthmap_1803_0032_no_r002_rug.tif,1.0642
rug/20181121_depthmap_0925_0287_no_r002_rug.tif,1.17849
rug/20181121_depthmap_0263_0485_no_r002_rug.tif,1.03316
rug/20181121_depthmap_0973_0274_no_r002_rug.tif,1.02587
rug/20181121_depthmap_0239_0492_no_r002_rug.tif,1.03392
rug/20181121_depthmap_0146_0520_no_r002_rug.tif,1.0523
rug/20181121_depthmap_1864_0009_no_r002_rug.tif,1.02551
rug/20181121_depthmap_0461_0426_no_r002_rug.tif,1.0567
rug/20181121_depthmap_0734_0345_no_r002_rug.tif,1.03373
rug/20181121_depthmap_1703_0060_no_r002_rug.tif,1.07863
rug/20181121_depthmap_1787_0037_no_r002_rug.tif,1.03431
rug/20181121_depthmap_0134_0523_no_r002_rug.tif,1.03018
rug/20181121_depthmap_0818_0320_no_r002_rug.tif,1.16944
rug/20181121_depthmap_1011_0262_no_r002_rug.tif,1.01929
rug/20181121_depthmap_1089_0239_no_r002_rug.tif,1.02865
rug/20181121_depthmap_0418_0439_no_r002_rug.tif,1.13944
rug/20181121_depthmap_1749_0047_no_r002_rug.tif,1.02305
rug/20181121_depthmap_1391_0151_no_r002_rug.tif,1.02581
rug/20181121_depthmap_1255_0191_no_r002_rug.tif,1.02243
rug/20181121_depthmap_0615_0380_no_r002_rug.tif,1.02215
rug/20181121_depthmap_0494_0417_no_r002_rug.tif,1.07824
rug/20181121_depthmap_1184_0212_no_r002_rug.tif,1.02282
rug/20181121_depthmap_1324_0171_no_r002_rug.tif,1.02381
rug/20181121_depthmap_1341_0165_no_r002_rug.tif,1.03481
rug/20181121_depthmap_1174_0214_no_r002_rug.tif,1.01485
rug/20181121_depthmap_1787_0036_no_r002_rug.tif,1.02382
rug/20181121_depthmap_1381_0154_no_r002_rug.tif,1.02277
rug/20181121_depthmap_1710_0059_no_r002_rug.tif,1.03106
rug/20181121_depthmap_0687_0358_no_r002_rug.tif,1.05405
rug/20181121_depthmap_1729_0053_no_r002_rug.tif,1.02752
rug/20181121_depthmap_1106_0235_no_r002_rug.tif,1.02348
rug/20181121_depthmap_0785_0330_no_r002_rug.tif,1.06164
rug/20181121_depthmap_1342_0166_no_r002_rug.tif,1.02356
rug/20181121_depthmap_0918_0290_no_r002_rug.tif,1.03145
rug/20181121_depthmap_1307_0175_no_r002_rug.tif,1.03378
rug/20181121_depthmap_0438_0433_no_r002_rug.tif,1.19318
rug/20181121_depthmap_0909_0292_no_r002_rug.tif,1.11898
rug/20181121_depthmap_0275_0482_no_r002_rug.tif,1.03857
rug/20181121_depthmap_0744_0341_no_r002_rug.tif,1.06127
rug/20181121_depthmap_0600_0385_no_r002_rug.tif,1.03528
rug/20181121_depthmap_0954_0279_no_r002_rug.tif,1.02101
rug/20181121_depthmap_1430_0140_no_r002_rug.tif,1.02469
rug/20181121_depthmap_1086_0240_no_r002_rug.tif,1.01596
rug/20181121_depthmap_0201_0504_no_r002_rug.tif,1.03332
rug/20181121_depthmap_1260_0189_no_r002_rug.tif,1.01948
rug/20181121_depthmap_0508_0413_no_r002_rug.tif,1.0482
rug/20181121_depthmap_1079_0243_no_r002_rug.tif,1.02946
rug/20181121_depthmap_0940_0283_no_r002_rug.tif,1.07532
rug/20181121_depthmap_1124_0229_no_r002_rug.tif,1.01676
rug/20181121_depthmap_1291_0181_no_r002_rug.tif,1.03197
rug/20181121_depthmap_0101_0534_no_r002_rug.tif,1.71057
rug/20181121_depthmap_0181_0510_no_r002_rug.tif,1.03316
rug/20181121_depthmap_0924_0288_no_r002_rug.tif,1.0244
rug/20181121_depthmap_0020_0558_no_r002_rug.tif,1.20755
rug/20181121_depthmap_1320_0172_no_r002_rug.tif,1.0295
rug/20181121_depthmap_1251_0191_no_r002_rug.tif,1.05221
rug/20181121_depthmap_0330_0465_no_r002_rug.tif,1.01663
rug/20181121_depthmap_1552_0104_no_r002_rug.tif,1.02294
rug/20181121_depthmap_1280_0183_no_r002_rug.tif,1.02287
rug/20181121_depthmap_1528_0111_no_r002_rug.tif,1.02202
rug/20181121_depthmap_0801_0324_no_r002_rug.tif,1.0244
rug/20181121_depthmap_1673_0069_no_r002_rug.tif,1.04426
rug/20181121_depthmap_1228_0199_no_r002_rug.tif,1.02412
rug/20181121_depthmap_0436_0435_no_r002_rug.tif,1.16244
rug/20181121_depthmap_1793_0034_no_r002_rug.tif,1.06975
rug/20181121_depthmap_1204_0205_no_r002_rug.tif,1.018
rug/20181121_depthmap_0814_0321_no_r002_rug.tif,1.15589
rug/20181121_depthmap_0141_0522_no_r002_rug.tif,1.03916
rug/20181121_depthmap_1241_0194_no_r002_rug.tif,1.03469
rug/20181121_depthmap_1410_0145_no_r002_rug.tif,1.03162
rug/20181121_depthmap_1727_0054_no_r002_rug.tif,1.13894
rug/20181121_depthmap_1682_0067_no_r002_rug.tif,1.02943
rug/20181121_depthmap_0087_0539_no_r002_rug.tif,1.01848
rug/20181121_depthmap_0464_0425_no_r002_rug.tif,1.0328
rug/20181121_depthmap_1331_0169_no_r002_rug.tif,1.02384
rug/20181121_depthmap_1301_0178_no_r002_rug.tif,1.02313
rug/20181121_depthmap_0472_0424_no_r002_rug.tif,1.04872
rug/20181121_depthmap_0893_0297_no_r002_rug.tif,1.11737
rug/20181121_depthmap_0466_0425_no_r002_rug.tif,1.04378
rug/20181121_depthmap_1652_0076_no_r002_rug.tif,1.02966
rug/20181121_depthmap_0705_0354_no_r002_rug.tif,1.07158
rug/20181121_depthmap_0786_0329_no_r002_rug.tif,1.02467
rug/20181121_depthmap_0055_0548_no_r002_rug.tif,1.07754
rug/20181121_depthmap_1275_0185_no_r002_rug.tif,1.01818
rug/20181121_depthmap_0481_0420_no_r002_rug.tif,1.04437
rug/20181121_depthmap_1437_0138_no_r002_rug.tif,1.02582
rug/20181121_depthmap_0113_0530_no_r002_rug.tif,1.03811
rug/20181121_depthmap_0152_0518_no_r002_rug.tif,1.04377
rug/20181121_depthmap_0819_0320_no_r002_rug.tif,1.06938
rug/20181121_depthmap_0129_0525_no_r002_rug.tif,1.02834
rug/20181121_depthmap_1045_0253_no_r002_rug.tif,1.02409
rug/20181121_depthmap_0540_0403_no_r002_rug.tif,1.06877
rug/20181121_depthmap_1232_0197_no_r002_rug.tif,1.01574
rug/20181121_depthmap_0590_0388_no_r002_rug.tif,1.03511
rug/20181121_depthmap_0872_0304_no_r002_rug.tif,1.05231
rug/20181121_depthmap_0713_0351_no_r002_rug.tif,1.02613
rug/20181121_depthmap_0601_0385_no_r002_rug.tif,1.03282
rug/20181121_depthmap_0575_0393_no_r002_rug.tif,1.03451
rug/20181121_depthmap_0947_0281_no_r002_rug.tif,1.04005
rug/20181121_depthmap_1514_0116_no_r002_rug.tif,1.03873
rug/20181121_depthmap_0561_0397_no_r002_rug.tif,1.04637
rug/20181121_depthmap_0180_0510_no_r002_rug.tif,1.02917
rug/20181121_depthmap_1647_0076_no_r002_rug.tif,1.04354
rug/20181121_depthmap_0848_0311_no_r002_rug.tif,1.04006
rug/20181121_depthmap_0591_0388_no_r002_rug.tif,1.03618
rug/20181121_depthmap_0874_0303_no_r002_rug.tif,1.01893
rug/20181121_depthmap_0633_0374_no_r002_rug.tif,1.03096
rug/20181121_depthmap_0885_0300_no_r002_rug.tif,1.03805
rug/20181121_depthmap_0535_0405_no_r002_rug.tif,1.0413
rug/20181121_depthmap_0058_0547_no_r002_rug.tif,1.05687
rug/20181121_depthmap_0233_0495_no_r002_rug.tif,1.03786
rug/20181121_depthmap_1669_0070_no_r002_rug.tif,1.03147
rug/20181121_depthmap_1740_0050_no_r002_rug.tif,1.02883
rug/20181121_depthmap_1441_0137_no_r002_rug.tif,1.02563
rug/20181121_depthmap_1099_0236_no_r002_rug.tif,1.01917
rug/20181121_depthmap_1866_0007_no_r002_rug.tif,1.05282
rug/20181121_depthmap_0057_0548_no_r002_rug.tif,1.08293
rug/20181121_depthmap_0436_0434_no_r002_rug.tif,1.34487
rug/20181121_depthmap_1671_0070_no_r002_rug.tif,1.02778
rug/20181121_depthmap_1448_0135_no_r002_rug.tif,1.03692
rug/20181121_depthmap_0013_0560_no_r002_rug.tif,1.1301
rug/20181121_depthmap_0889_0299_no_r002_rug.tif,1.02507
rug/20181121_depthmap_1359_0160_no_r002_rug.tif,1.01753
rug/20181121_depthmap_1405_0146_no_r002_rug.tif,1.04756
rug/20181121_depthmap_1706_0060_no_r002_rug.tif,1.02764
rug/20181121_depthmap_0943_0282_no_r002_rug.tif,1.04859
rug/20181121_depthmap_1632_0081_no_r002_rug.tif,1.02131
rug/20181121_depthmap_1666_0072_no_r002_rug.tif,1.02827
rug/20181121_depthmap_1853_0018_no_r002_rug.tif,1.03273
rug/20181121_depthmap_1839_0022_no_r002_rug.tif,1.03004
rug/20181121_depthmap_1619_0085_no_r002_rug.tif,1.02773
rug/20181121_depthmap_0880_0301_no_r002_rug.tif,1.02353
rug/20181121_depthmap_1389_0151_no_r002_rug.tif,1.01934
rug/20181121_depthmap_0545_0401_no_r002_rug.tif,1.02727
rug/20181121_depthmap_1172_0215_no_r002_rug.tif,1.02181
rug/20181121_depthmap_0130_0525_no_r002_rug.tif,1.04027
rug/20181121_depthmap_1163_0217_no_r002_rug.tif,1.02441
rug/20181121_depthmap_1393_0150_no_r002_rug.tif,1.01953
rug/20181121_depthmap_1188_0210_no_r002_rug.tif,1.01544
rug/20181121_depthmap_0392_0447_no_r002_rug.tif,1.01993
rug/20181121_depthmap_1485_0124_no_r002_rug.tif,1.02578
rug/20181121_depthmap_1553_0104_no_r002_rug.tif,1.02367
rug/20181121_depthmap_0260_0486_no_r002_rug.tif,1.03793
rug/20181121_depthmap_0346_0461_no_r002_rug.tif,1.02429
rug/20181121_depthmap_1168_0216_no_r002_rug.tif,1.01918
rug/20181121_depthmap_1465_0130_no_r002_rug.tif,1.02678
rug/20181121_depthmap_0942_0282_no_r002_rug.tif,1.07616
rug/20181121_depthmap_0474_0422_no_r002_rug.tif,1.05576
rug/20181121_depthmap_1364_0159_no_r002_rug.tif,1.02221
rug/20181121_depthmap_1060_0248_no_r002_rug.tif,1.01936
rug/20181121_depthmap_0942_0283_no_r002_rug.tif,1.03893
rug/20181121_depthmap_0093_0536_no_r002_rug.tif,1.05015
rug/20181121_depthmap_0785_0329_no_r002_rug.tif,1.02446
rug/20181121_depthmap_0563_0396_no_r002_rug.tif,1.04586
rug/20181121_depthmap_0100_0533_no_r002_rug.tif,1.25639
rug/20181121_depthmap_0010_0560_no_r002_rug.tif,1.12703
rug/20181121_depthmap_1869_0003_no_r002_rug.tif,1.06199
rug/20181121_depthmap_0879_0302_no_r002_rug.tif,1.02959
rug/20181121_depthmap_0161_0515_no_r002_rug.tif,1.20253
rug/20181121_depthmap_1702_0061_no_r002_rug.tif,1.02681
rug/20181121_depthmap_0794_0327_no_r002_rug.tif,1.03425
rug/20181121_depthmap_1461_0131_no_r002_rug.tif,1.02888
rug/20181121_depthmap_0915_0290_no_r002_rug.tif,1.04101
rug/20181121_depthmap_1820_0027_no_r002_rug.tif,1.04788
rug/20181121_depthmap_1504_0118_no_r002_rug.tif,1.03687
rug/20181121_depthmap_1851_0018_no_r002_rug.tif,1.06398
rug/20181121_depthmap_0542_0402_no_r002_rug.tif,1.02748
rug/20181121_depthmap_0059_0546_no_r002_rug.tif,1.19156
rug/20181121_depthmap_1561_0102_no_r002_rug.tif,1.02716
rug/20181121_depthmap_0241_0492_no_r002_rug.tif,1.03113
rug/20181121_depthmap_1612_0087_no_r002_rug.tif,1.02606
rug/20181121_depthmap_0527_0407_no_r002_rug.tif,1.05553
rug/20181121_depthmap_1556_0103_no_r002_rug.tif,1.02177
rug/20181121_depthmap_0866_0305_no_r002_rug.tif,1.20695
rug/20181121_depthmap_0419_0439_no_r002_rug.tif,1.0252
rug/20181121_depthmap_0119_0528_no_r002_rug.tif,1.02328
rug/20181121_depthmap_0150_0518_no_r002_rug.tif,1.05035
rug/20181121_depthmap_1451_0133_no_r002_rug.tif,1.02961
rug/20181121_depthmap_0403_0444_no_r002_rug.tif,1.02986
rug/20181121_depthmap_1566_0100_no_r002_rug.tif,1.02034
rug/20181121_depthmap_0998_0266_no_r002_rug.tif,1.01935
rug/20181121_depthmap_1028_0257_no_r002_rug.tif,1.02596
rug/20181121_depthmap_0662_0367_no_r002_rug.tif,1.2774
rug/20181121_depthmap_1299_0178_no_r002_rug.tif,1.01861
rug/20181121_depthmap_0433_0436_no_r002_rug.tif,1.15384
rug/20181121_depthmap_1210_0204_no_r002_rug.tif,1.02183
rug/20181121_depthmap_0771_0334_no_r002_rug.tif,1.02856
rug/20181121_depthmap_0279_0480_no_r002_rug.tif,1.03394
rug/20181121_depthmap_1218_0202_no_r002_rug.tif,1.02765
rug/20181121_depthmap_0232_0495_no_r002_rug.tif,1.05591
rug/20181121_depthmap_0408_0442_no_r002_rug.tif,1.30165
rug/20181121_depthmap_1677_0068_no_r002_rug.tif,1.02338
rug/20181121_depthmap_0441_0433_no_r002_rug.tif,1.17113
rug/20181121_depthmap_1728_0053_no_r002_rug.tif,1.03109
rug/20181121_depthmap_1270_0186_no_r002_rug.tif,1.01665
rug/20181121_depthmap_0892_0298_no_r002_rug.tif,1.12795
rug/20181121_depthmap_1862_0014_no_r002_rug.tif,1.03281
rug/20181121_depthmap_1310_0175_no_r002_rug.tif,1.02571
rug/20181121_depthmap_0183_0509_no_r002_rug.tif,1.02964
rug/20181121_depthmap_0619_0379_no_r002_rug.tif,1.0244
rug/20181121_depthmap_0643_0372_no_r002_rug.tif,1.02666
rug/20181121_depthmap_1716_0057_no_r002_rug.tif,1.02681
rug/20181121_depthmap_0151_0518_no_r002_rug.tif,1.04778
rug/20181121_depthmap_0507_0412_no_r002_rug.tif,1.06698
rug/20181121_depthmap_0003_0562_no_r002_rug.tif,1.05479
rug/20181121_depthmap_0182_0510_no_r002_rug.tif,1.03948
rug/20181121_depthmap_0340_0463_no_r002_rug.tif,1.02422
rug/20181121_depthmap_1751_0046_no_r002_rug.tif,1.04903
rug/20181121_depthmap_0435_0435_no_r002_rug.tif,1.2305
rug/20181121_depthmap_0228_0495_no_r002_rug.tif,1.0315
rug/20181121_depthmap_1707_0059_no_r002_rug.tif,1.02341
rug/20181121_depthmap_0319_0469_no_r002_rug.tif,1.02728
rug/20181121_depthmap_1281_0183_no_r002_rug.tif,1.01551
rug/20181121_depthmap_0670_0364_no_r002_rug.tif,1.03138
rug/20181121_depthmap_0498_0416_no_r002_rug.tif,1.0305
rug/20181121_depthmap_1672_0069_no_r002_rug.tif,1.04829
rug/20181121_depthmap_1042_0253_no_r002_rug.tif,1.01669
rug/20181121_depthmap_0302_0474_no_r002_rug.tif,1.02683
rug/20181121_depthmap_0907_0293_no_r002_rug.tif,1.08149
rug/20181121_depthmap_1203_0206_no_r002_rug.tif,1.02326
rug/20181121_depthmap_0364_0455_no_r002_rug.tif,1.02007
rug/20181121_depthmap_0532_0405_no_r002_rug.tif,1.02522
rug/20181121_depthmap_0482_0421_no_r002_rug.tif,1.03586
rug/20181121_depthmap_0038_0554_no_r002_rug.tif,1.07547
rug/20181121_depthmap_1782_0037_no_r002_rug.tif,1.07541
rug/20181121_depthmap_0552_0399_no_r002_rug.tif,1.03681
rug/20181121_depthmap_1365_0158_no_r002_rug.tif,1.0209
rug/20181121_depthmap_0156_0518_no_r002_rug.tif,1.0218
rug/20181121_depthmap_0255_0488_no_r002_rug.tif,1.03334
rug/20181121_depthmap_0259_0487_no_r002_rug.tif,1.0313
rug/20181121_depthmap_0950_0280_no_r002_rug.tif,1.03415
rug/20181121_depthmap_0949_0280_no_r002_rug.tif,1.07673
rug/20181121_depthmap_0517_0410_no_r002_rug.tif,1.02636
rug/20181121_depthmap_1150_0221_no_r002_rug.tif,1.01576
rug/20181121_depthmap_1774_0040_no_r002_rug.tif,1.06738
rug/20181121_depthmap_0250_0489_no_r002_rug.tif,1.02558
rug/20181121_depthmap_1427_0141_no_r002_rug.tif,1.02637
rug/20181121_depthmap_1559_0102_no_r002_rug.tif,1.01891
rug/20181121_depthmap_1370_0157_no_r002_rug.tif,1.01892
rug/20181121_depthmap_0473_0423_no_r002_rug.tif,1.02379
rug/20181121_depthmap_1865_0009_no_r002_rug.tif,1.03293
rug/20181121_depthmap_0331_0465_no_r002_rug.tif,1.0278
rug/20181121_depthmap_0674_0362_no_r002_rug.tif,1.02977
rug/20181121_depthmap_0535_0404_no_r002_rug.tif,1.03279
rug/20181121_depthmap_1508_0118_no_r002_rug.tif,1.03093
rug/20181121_depthmap_0219_0498_no_r002_rug.tif,1.02594
rug/20181121_depthmap_1115_0231_no_r002_rug.tif,1.05993
rug/20181121_depthmap_1620_0085_no_r002_rug.tif,1.02836
rug/20181121_depthmap_1448_0134_no_r002_rug.tif,1.02685
rug/20181121_depthmap_0966_0275_no_r002_rug.tif,1.06676
rug/20181121_depthmap_0316_0469_no_r002_rug.tif,1.06593
rug/20181121_depthmap_1775_0040_no_r002_rug.tif,1.02404
rug/20181121_depthmap_1521_0114_no_r002_rug.tif,1.10887
rug/20181121_depthmap_0187_0508_no_r002_rug.tif,1.03432
rug/20181121_depthmap_0440_0433_no_r002_rug.tif,1.08524
rug/20181121_depthmap_1505_0118_no_r002_rug.tif,1.07083
rug/20181121_depthmap_1691_0064_no_r002_rug.tif,1.02666
rug/20181121_depthmap_0683_0360_no_r002_rug.tif,1.06755
rug/20181121_depthmap_1513_0115_no_r002_rug.tif,1.06164
rug/20181121_depthmap_0972_0274_no_r002_rug.tif,1.02178
rug/20181121_depthmap_1220_0201_no_r002_rug.tif,1.02374
rug/20181121_depthmap_0195_0506_no_r002_rug.tif,1.03783
rug/20181121_depthmap_0610_0381_no_r002_rug.tif,1.04749
rug/20181121_depthmap_1487_0124_no_r002_rug.tif,1.03414
rug/20181121_depthmap_1501_0120_no_r002_rug.tif,1.03983
rug/20181121_depthmap_0671_0363_no_r002_rug.tif,1.0258
rug/20181121_depthmap_1865_0006_no_r002_rug.tif,1.04457
rug/20181121_depthmap_0144_0520_no_r002_rug.tif,1.03126
rug/20181121_depthmap_0805_0323_no_r002_rug.tif,1.03059
rug/20181121_depthmap_0611_0381_no_r002_rug.tif,1.02536
rug/20181121_depthmap_0423_0438_no_r002_rug.tif,1.01711
rug/20181121_depthmap_0380_0450_no_r002_rug.tif,1.02415
rug/20181121_depthmap_0103_0533_no_r002_rug.tif,1.19722
rug/20181121_depthmap_0550_0400_no_r002_rug.tif,1.02778
rug/20181121_depthmap_0547_0401_no_r002_rug.tif,1.0339
rug/20181121_depthmap_0958_0278_no_r002_rug.tif,1.02128
rug/20181121_depthmap_0376_0452_no_r002_rug.tif,1.03117
rug/20181121_depthmap_1551_0104_no_r002_rug.tif,1.04038
rug/20181121_depthmap_0212_0501_no_r002_rug.tif,1.04061
rug/20181121_depthmap_1605_0089_no_r002_rug.tif,1.03317
rug/20181121_depthmap_0974_0273_no_r002_rug.tif,1.01848
rug/20181121_depthmap_1862_0013_no_r002_rug.tif,1.03184
rug/20181121_depthmap_0914_0292_no_r002_rug.tif,1.08325
rug/20181121_depthmap_0078_0540_no_r002_rug.tif,1.13602
rug/20181121_depthmap_1289_0181_no_r002_rug.tif,1.02055
rug/20181121_depthmap_1454_0132_no_r002_rug.tif,1.0354
rug/20181121_depthmap_0697_0355_no_r002_rug.tif,1.05021
rug/20181121_depthmap_0779_0331_no_r002_rug.tif,1.05083
rug/20181121_depthmap_1640_0078_no_r002_rug.tif,1.05605
rug/20181121_depthmap_1801_0033_no_r002_rug.tif,1.0329
rug/20181121_depthmap_0855_0309_no_r002_rug.tif,1.03353
rug/20181121_depthmap_1780_0039_no_r002_rug.tif,1.03462
rug/20181121_depthmap_0561_0396_no_r002_rug.tif,1.03924
rug/20181121_depthmap_1254_0190_no_r002_rug.tif,1.06439
rug/20181121_depthmap_0560_0397_no_r002_rug.tif,1.04445
rug/20181121_depthmap_1690_0065_no_r002_rug.tif,1.03486
rug/20181121_depthmap_0905_0294_no_r002_rug.tif,1.09835
rug/20181121_depthmap_1819_0027_no_r002_rug.tif,1.02894
rug/20181121_depthmap_1878_0008_no_r002_rug.tif,1.04134
rug/20181121_depthmap_0855_0308_no_r002_rug.tif,1.09473
rug/20181121_depthmap_0970_0275_no_r002_rug.tif,1.02466
rug/20181121_depthmap_1385_0152_no_r002_rug.tif,1.03232
rug/20181121_depthmap_1307_0176_no_r002_rug.tif,1.02772
rug/20181121_depthmap_0266_0484_no_r002_rug.tif,1.03963
rug/20181121_depthmap_0683_0359_no_r002_rug.tif,1.05725
rug/20181121_depthmap_1153_0220_no_r002_rug.tif,1.02129
rug/20181121_depthmap_1271_0186_no_r002_rug.tif,1.01769
rug/20181121_depthmap_1264_0188_no_r002_rug.tif,1.01988
rug/20181121_depthmap_1602_0090_no_r002_rug.tif,1.03002
rug/20181121_depthmap_0211_0501_no_r002_rug.tif,1.03935
rug/20181121_depthmap_1038_0255_no_r002_rug.tif,1.03044
rug/20181121_depthmap_1159_0218_no_r002_rug.tif,1.0277
rug/20181121_depthmap_1823_0026_no_r002_rug.tif,1.19039
rug/20181121_depthmap_0492_0417_no_r002_rug.tif,1.03019
rug/20181121_depthmap_1804_0032_no_r002_rug.tif,1.14717
rug/20181121_depthmap_1032_0256_no_r002_rug.tif,1.01948
rug/20181121_depthmap_0956_0278_no_r002_rug.tif,1.03749
rug/20181121_depthmap_1451_0134_no_r002_rug.tif,1.02856
rug/20181121_depthmap_0858_0308_no_r002_rug.tif,1.13255
rug/20181121_depthmap_1583_0095_no_r002_rug.tif,1.02365
rug/20181121_depthmap_1246_0193_no_r002_rug.tif,1.01571
rug/20181121_depthmap_0294_0476_no_r002_rug.tif,1.01867
rug/20181121_depthmap_1300_0177_no_r002_rug.tif,1.03505
rug/20181121_depthmap_1167_0216_no_r002_rug.tif,1.01705
rug/20181121_depthmap_1517_0114_no_r002_rug.tif,1.09491
rug/20181121_depthmap_0351_0460_no_r002_rug.tif,1.0248
rug/20181121_depthmap_0144_0521_no_r002_rug.tif,1.04398
rug/20181121_depthmap_1486_0124_no_r002_rug.tif,1.0345
rug/20181121_depthmap_0987_0269_no_r002_rug.tif,1.14783
rug/20181121_depthmap_1151_0221_no_r002_rug.tif,1.01753
rug/20181121_depthmap_1361_0160_no_r002_rug.tif,1.02332
rug/20181121_depthmap_0756_0338_no_r002_rug.tif,1.02674
rug/20181121_depthmap_0389_0448_no_r002_rug.tif,1.02909
rug/20181121_depthmap_1460_0131_no_r002_rug.tif,1.01863
rug/20181121_depthmap_1225_0199_no_r002_rug.tif,1.01388
rug/20181121_depthmap_0666_0365_no_r002_rug.tif,1.02797
rug/20181121_depthmap_0204_0503_no_r002_rug.tif,1.03746
rug/20181121_depthmap_1090_0239_no_r002_rug.tif,1.01811
rug/20181121_depthmap_0832_0316_no_r002_rug.tif,1.20534
rug/20181121_depthmap_0188_0508_no_r002_rug.tif,1.03584
rug/20181121_depthmap_0322_0467_no_r002_rug.tif,1.06662
rug/20181121_depthmap_1728_0054_no_r002_rug.tif,1.02434
rug/20181121_depthmap_1017_0261_no_r002_rug.tif,1.02808
rug/20181121_depthmap_1614_0087_no_r002_rug.tif,1.03167
rug/20181121_depthmap_1834_0023_no_r002_rug.tif,1.02753
rug/20181121_depthmap_0825_0317_no_r002_rug.tif,1.09709
rug/20181121_depthmap_0299_0474_no_r002_rug.tif,1.03162
rug/20181121_depthmap_1601_0090_no_r002_rug.tif,1.02458
rug/20181121_depthmap_0149_0519_no_r002_rug.tif,1.0992
rug/20181121_depthmap_0435_0434_no_r002_rug.tif,1.20824
rug/20181121_depthmap_1499_0120_no_r002_rug.tif,1.02608
rug/20181121_depthmap_0056_0548_no_r002_rug.tif,1.03366
rug/20181121_depthmap_1832_0023_no_r002_rug.tif,1.02323
rug/20181121_depthmap_0160_0516_no_r002_rug.tif,1.12231
rug/20181121_depthmap_0326_0467_no_r002_rug.tif,1.02709
rug/20181121_depthmap_0755_0339_no_r002_rug.tif,1.03787
rug/20181121_depthmap_0668_0364_no_r002_rug.tif,1.02574
rug/20181121_depthmap_0872_0303_no_r002_rug.tif,1.05277
rug/20181121_depthmap_1270_0187_no_r002_rug.tif,1.03873
rug/20181121_depthmap_0442_0433_no_r002_rug.tif,1.31441
